id;idAnnonce;detailUrl;codeTypeBien;idTypeTransaction;idTypeBien;idSousTypeBien;isAnnonceOr;isBoostSuggestion;isBoostHighlight;isBusinessSold;isDivisible;isFlexOffice;isImmediatelyAvailable;coworking;cardTitle;cardDescription;description;equipments;photos;publicationDateOnly;publicationDateTime;qualityIndex;refAnnonce;space;spaceMinimunDivisible;businessSold.businessType;businessSold.subBusinessType;localisation.codeRegion;localisation.codeDepartement;localisation.idSubDivision;localisation.fakeCityCodeInsee;localisation.isArrondissement;localisation.codeInsee;localisation.codePostal;localisation.nomVille;localisation.idQuartier;localisation.nomQuartier;localisation.idIris;localisation.adresse;localisation.localisationPrecision;localisation.geoLocation.latitude;localisation.geoLocation.longitude;mandat.isCoex;mandat.isExclusive;mandat.hasEmail;mandat.hasTel;mandat.mandataires;prices.buy;prices.rent.monthlyPrice;prices.rent.yearlyPrice;prices.rent.yearlyPriceBySquareMeter;prices.additionalCharges.hasAgencyFeesIncluded;prices.additionalCharges.hasAccessPrice;prices.additionalCharges.hasLeaseBack;prices.additionalCharges.hasOperatingCost;prices.additionalCharges.hasTaxIncluded;prices.additionalCharges.accessPrice;prices.additionalCharges.leaseBack;prices.buy.price;prices.buy.priceBySquareMeter;prices.rent
195292131|3;195292131;/annonces/achat/fonds-de-commerce/cafe-hotel-restaurant/lille-59000/195292131-1;600;10;6;0;True;True;True;True;False;False;True;;Hôtel;Bilan conseil est heureux de vous présenter cette Auberge hotel de grand standing,au coeur de la métropole lilloise.Proche de la gare ,une adresse bien connue des environs, pour son charme bourgeois qui...;;[7];['https://v.seloger.com/s/crop/500x240/visuels/0/d/v/n/0dvn9aev0wtnhhs814e7ou7pjxlrt8u9194jpgc4s.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/1/o/2/j/1o2jxvwhjonv4pagg1up3z89uqqt7yyah9wncssb8.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/0/e/4/d/0e4dd8aqd58du3913m4wolvmsmth0ndxnst205is4.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/2/2/u/j/22uj9xft2cxkahp3k31r8xyf2axnphp9m0qav23kw.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/0/m/b/3/0mb3rsjfmfwewnp6j9ijexovdz1uojw9i6ia0l1rs.jpg'];2022-12-08T00:00:00;2022-12-08T10:19:00;56;;1120.0;;3;19;2243;59;0;0;False;590350;59000;Lille;0;;;;4;50.62741;3.04776;False;False;True;True;[{'name': 'BILAN CONSEILS IMMOBILIER', 'idAgence': 494788, 'idRcu': 'RC-1848572', 'idTiers': 587973, 'isPrincipal': True, 'logoUrl': 'https://v.seloger.com/s/width/150/logos/0/3/q/4/03q4606zk6kgfe1iuh4oc82wuqah9wxn3uw8vb2t0.jpg', 'websiteUrl': '', 'codePostal': '59000'}];;;;;True;False;False;False;True;;;540000.0;482.0;
195023675|3;195023675;/annonces/achat/fonds-de-commerce/cafe-hotel-restaurant/lille-59000/195023675-1;600;10;6;0;True;True;True;True;False;False;True;;Restaurant;En plein coeur du centre ville de lille proche des gares des entrées de métro de la place rihour ce restaurant vous invite pour un voyage gustatif à la découverte de l'inde et ses délices.Entrez dans...;;[7];['https://v.seloger.com/s/crop/500x240/visuels/0/l/8/i/0l8iu0np42tftrevlddh5tznouobjze1erizisnys.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/1/h/y/q/1hyqcu3gxs3j9u3k92woy5q4s54ghkbyuirqgh11c.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/2/a/l/a/2ala1wai911kphalrbvd41k100r8zj0ghixffu34k.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/0/u/3/p/0u3pqnu60hcj5upevl32rpg5miyvth0kj46g75mdc.jpg'];2022-12-01T00:00:00;2022-12-01T22:37:00;56;;165.0;;3;21;2243;59;0;0;False;590350;59000;Lille;0;;;;4;50.62569;3.11558;False;False;True;True;[{'name': 'BILAN CONSEILS IMMOBILIER', 'idAgence': 494788, 'idRcu': 'RC-1848572', 'idTiers': 587973, 'isPrincipal': True, 'logoUrl': 'https://v.seloger.com/s/width/150/logos/0/3/q/4/03q4606zk6kgfe1iuh4oc82wuqah9wxn3uw8vb2t0.jpg', 'websiteUrl': '', 'codePostal': '59000'}];;;;;True;False;False;False;True;;;165000.0;1000.0;
203403019|3;203403019;/annonces/location/boutique/lille-59000/203403019-3;600;1;6;0;True;False;False;False;False;False;True;;Boutique;"EVOLIS vous propose une cellule commerciale brute de béton de 115 m² au coeur d'Euratechnologies dans le Campus Wenov.
Le site s'étend sur plus de 23.000 m², il accueille des écoles, des centres de formation,...";;[1, 8];['https://v.seloger.com/s/crop/500x240/visuels/1/q/t/l/1qtloe42guahu4n0nlot8m19ghnm1ctlxon96cpen.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/0/g/j/s/0gjs1ptljxv6yt4lktwghmndzoikjhkb3ysxkl57j.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/1/6/9/x/169xv2y3hq4tew9xl435kgqcovq1u5skcfc0xrrmn.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/0/0/9/8/0098xlea2n76ahzeydv9r6p8h765shge0nqyvpt1c.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/1/9/u/x/19uxzj8vz133qpcu9ubnfiotf5ce3w27sve2z9zcw.jpg'];2023-06-02T00:00:00;2023-06-02T02:06:00;90;;115.2;;0;0;2243;59;0;0;False;590350;59000;Lille;115629;Bois Blanc;;;2;50.63665;3.02312;False;False;True;True;[{'name': 'Evolis Lille', 'idAgence': 487067, 'idRcu': 'RC-1841460', 'idTiers': 581230, 'isPrincipal': True, 'logoUrl': 'https://v.seloger.com/s/width/150/logos/0/m/f/1/0mf1r6ez72isubjen2hjznna3c6qix61cjbtat2xq.jpg', 'websiteUrl': '', 'codePostal': '59118'}];;1584.0;19008.0;165.0;False;False;False;False;False;;;;;
203594215|1;203594215;/annonces/location/boutique/lille-59000/203594215-1;600;1;6;0;False;False;False;False;False;False;True;;Boutique;"LA TOUR IMMO vous propose Rue de Bethune - 59800 LILLE une boutique comprenant : un RdC d'environ 147 m² + un 1er étage d'environ 150 m².
• Ville célèbre pour ses restaurants typiques (Estaminet) et...";;[];['https://v.seloger.com/s/crop/500x240/visuels/0/m/g/f/0mgfh2ul442uiybdqbpabu2aenzym728kh4bgk8bk.jpg'];2023-06-06T00:00:00;2023-06-06T12:02:00;79;;297.0;;0;0;2243;59;0;0;False;590350;59000;Lille;115621;Centre;;;1;50.634088;3.063477;False;False;True;True;[{'name': 'LA TOUR IMMO', 'idAgence': 53924, 'idRcu': 'RC-100263', 'idTiers': 48964, 'isPrincipal': True, 'logoUrl': 'https://v.seloger.com/s/width/150/logos/0/f/8/b/0f8bbkxu1bwq2yx20bftol4l71hn1vzew3kwqo3m6.jpg', 'websiteUrl': 'http://www.latourimmo.com', 'codePostal': '75016'}];;15000.0;180000.0;606.060606060606;False;False;False;False;False;;;;;
203402945|1;203402945;/annonces/location/boutique/lille-59000/203402945-1;600;1;6;0;False;False;False;False;False;False;True;;Boutique;CBRE Retail Lille vous propose de vous accompagner pour l'acquisition du fond de commerce d'un des restaurants les plus emblématiques du Vieux Lille. D'une surface commerciale d'environ 200m² ainsi qu'une...;;[2];['https://v.seloger.com/s/crop/500x240/visuels/1/k/h/5/1kh5xqr6wv0rrvxvylkjzo66itsycxdrknl5bktuo.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/1/e/8/t/1e8tuxdhuh2xi65r3do02j6x32eidxfxep4cs0ajs.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/1/i/r/i/1iri18d5cwy845i3oj4tnyu9vqbucsvnx1bd6fejs.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/1/w/2/v/1w2vo0d8big63a8x2rjzw028qfii56gz1hjsfxzl4.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/0/z/b/m/0zbmn7umsminmjf98ktt9l2g3rnsprgdd4u49nqzs.jpg'];2023-06-02T00:00:00;2023-06-02T02:04:00;90;;200.0;;0;0;2243;59;0;0;False;590350;59000;Lille;115622;Vieux Lille;;;2;50.644;3.05232;False;False;True;True;[{'name': 'CBRE Retail', 'idAgence': 107440, 'idRcu': 'RC-020209', 'idTiers': 154384, 'isPrincipal': True, 'logoUrl': 'https://v.seloger.com/s/width/150/logos/0/8/r/t/08rtvyuiiy3gm7w3c4opjnmykgaict740nt7cemhe.jpg', 'websiteUrl': 'http://www.cbre.fr', 'codePostal': '75017'}];;800000.0;9600000.0;48000.0;False;False;False;False;False;;;;;
203362885|1;203362885;/annonces/achat/fonds-de-commerce/cafe-hotel-restaurant/lille-59000/203362885-1;600;10;6;0;False;False;False;True;False;False;True;;Restaurant;"59800 VIEUX-LILLE - Morad MEZDOUR vous propose ce restaurant idéalement situé dans LA RUE des restaurants en emplacement n°1 .
Ce Restaurant dispose de 110 couverts pour une surface totale de 170 m²,...";;[2];['https://v.seloger.com/s/crop/500x240/visuels/0/h/5/g/0h5gqksmnxqgl4ix4pdpm1j42t54nf50g63hctch3.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/1/j/s/4/1js44ub0npv35lij5iym2hvhnvogyrqsu5twsrvjb.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/2/2/7/5/2275z070bxpgxc4rlh2v5iyhwyf241d0ne1530ig7.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/0/w/1/u/0w1u5dm89ixje7r86xpr1eiignkgs4doi1lartld3.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/2/5/3/z/253zglwpdhmos5oq3ks4bbp9x5e2bbqedbcqwniav.jpg'];2023-06-01T00:00:00;2023-06-01T15:35:00;91;;170.0;;3;21;2243;59;0;0;False;590350;59000;Lille;115631;Caulier;;;2;50.63642;3.09161;False;False;True;True;[{'name': 'Proprietes privees.com   Morad MEZDOUR', 'idAgence': 457618, 'idRcu': 'RC-1505976', 'idTiers': 549781, 'isPrincipal': True, 'logoUrl': 'https://v.seloger.com/s/width/150/logos/1/f/p/8/1fp8kx2guuzn08bhwhpycdt1k2by2h8an95kpi4k6.jpg', 'websiteUrl': '', 'codePostal': '59110'}];;;;;True;False;False;False;True;;;208000.0;1224.0;
199667569|1;199667569;/annonces/location/boutique/lille-59000/199667569-1;600;1;6;0;False;False;False;False;False;False;True;;Boutique;"- Composition de l'immeuble :
L'immeuble est un ancien hôtel particulier de grand standing construit au XIXème siècle. Il développe une surface totale d'environ 1 020 m2 . Il se compose d'un rez-de-chaussée,...";;[1, 2];['https://v.seloger.com/s/crop/500x240/visuels/0/j/b/g/0jbgf2ohugjjfqymouqysa5ne603zceklp8bsrjxb.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/0/a/y/1/0ay1bgcbrj9wpwfrhvchyjxd2dsanf1vp598s22lb.jpg'];2023-06-01T00:00:00;2023-06-01T23:02:00;82;;1020.0;;0;0;2243;59;0;0;False;590350;59000;Lille;115622;Vieux Lille;;;2;50.6414;3.06484;False;False;True;True;[{'name': 'ARTHUR Loyd Nord Pas de Calais', 'idAgence': 119453, 'idRcu': 'RC-061163', 'idTiers': 178405, 'isPrincipal': True, 'logoUrl': 'https://v.seloger.com/s/width/150/logos/2/7/z/k/27zkay5rn0ife4drjzyi1ant9gewq1l2z54pkkym0.jpg', 'websiteUrl': 'http://www.arthur-loyd-lille.com', 'codePostal': '59130'}];;25000.2;300002.4;294.12;False;False;False;False;False;;;;;
203397845|1;203397845;/annonces/location/boutique/lille-59000/203397845-1;600;1;6;0;False;False;False;False;False;False;True;;Boutique;"A CÉDER, beau local commercial situé dans le Vieux-Lille.
Ce local commercial avec beaucoup de cachet dispose d'une surface en RD. de 50 m2.";;[];['https://v.seloger.com/s/crop/500x240/visuels/1/z/0/k/1z0k9qmhdbgnwe6vyktue4u8tohydd3mmtj4eh5b4.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/1/z/l/l/1zlloyh5v9k2lmw9lhrthziklj5u3c56f7m5sjrq8.jpg'];2023-06-01T00:00:00;2023-06-01T23:02:00;68;;50.0;;0;0;2243;59;0;0;False;590350;59000;Lille;115628;Lille Sud;;;2;50.61191;3.05024;False;False;True;True;[{'name': 'ARTHUR Loyd Nord Pas de Calais', 'idAgence': 119453, 'idRcu': 'RC-061163', 'idTiers': 178405, 'isPrincipal': True, 'logoUrl': 'https://v.seloger.com/s/width/150/logos/2/7/z/k/27zkay5rn0ife4drjzyi1ant9gewq1l2z54pkkym0.jpg', 'websiteUrl': 'http://www.arthur-loyd-lille.com', 'codePostal': '59130'}];;1250.0;15000.0;300.0;False;False;True;False;True;;25000.0;25000.0;500.0;
203163711|1;203163711;/annonces/location/boutique/lille-59000/203163711-1;600;1;6;0;False;False;False;False;False;False;True;;Boutique;"EVOLIS vous propose un rez-de-chaussée commercial de 115 m² avec une cave de 32 m² environ en plein coeur des rues commerçantes du Vieux Lille.
Emplacement prime dans un environnement qualitatif orienté...";;[];['https://v.seloger.com/s/crop/500x240/visuels/0/9/y/l/09ylrmhh7p20aoajovs03cgm6wuend00z13vna79c.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/0/0/t/x/00txker6yztl2z9juihkjm0eno67bph8pyltgamv4.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/2/a/g/7/2ag7ol3yxfl9gxdoismes5ovxxkckbjwrw223hvsw.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/2/2/o/1/22o1fbswulypbwubecowvoj069j3c9cpjvjhbshfk.jpg'];2023-05-28T00:00:00;2023-05-28T01:54:00;90;;115.0;;0;0;2243;59;0;0;False;590350;59000;Lille;115621;Centre;;;2;50.63769;3.05955;False;False;True;True;[{'name': 'Evolis Lille', 'idAgence': 487067, 'idRcu': 'RC-1841460', 'idTiers': 581230, 'isPrincipal': True, 'logoUrl': 'https://v.seloger.com/s/width/150/logos/0/m/f/1/0mf1r6ez72isubjen2hjznna3c6qix61cjbtat2xq.jpg', 'websiteUrl': '', 'codePostal': '59118'}];;3498.3;41979.600000000006;365.0400000000001;False;False;False;False;False;;;;;
186783333|1;186783333;/annonces/location/boutique/lille-59000/186783333-1;600;1;6;0;False;False;False;False;False;False;False;;Boutique;Rez de Chaussée commercial de 133 m2, idéalement situé sur l'axe boulevard Hoover, bénéficiant d'une belle visibilité et de nombreux parkings aux extérieurs.;;[1, 8];['https://v.seloger.com/s/crop/500x240/visuels/1/d/l/s/1dlsu2cyw9y8imelr6f80f3lk310yg8alkz9jmmui.jpg'];2023-05-25T00:00:00;2023-05-25T23:12:00;65;;133.0;;0;0;2243;59;0;0;False;590350;59000;Lille;115621;Centre;;;2;50.625;3.07193;False;False;True;True;[{'name': 'ARTHUR Loyd Nord Pas de Calais', 'idAgence': 119453, 'idRcu': 'RC-061163', 'idTiers': 178405, 'isPrincipal': True, 'logoUrl': 'https://v.seloger.com/s/width/150/logos/2/7/z/k/27zkay5rn0ife4drjzyi1ant9gewq1l2z54pkkym0.jpg', 'websiteUrl': 'http://www.arthur-loyd-lille.com', 'codePostal': '59130'}];;2283.61;27403.32;206.04;False;False;False;False;False;;;;;
202968177|1;202968177;/annonces/location/boutique/lille-59000/202968177-1;600;1;6;0;False;False;False;False;False;False;True;;Boutique;"EVOLIS vous propose un local commercial à louer dans le Vieux Lille à proximité immédiate de la Grand Place. Emplacement n°1.
Rez-de-chaussée avec 1er étage et cave pour du stockage.
Opportunité à saisir...";;[];['https://v.seloger.com/s/crop/500x240/visuels/0/k/0/2/0k028asupzljdzkwddctvq00e1y2iou3mcxkwco1c.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/0/d/p/0/0dp0on0cs40qwg9uy4tamvl1m53w43bfoylmv9ak0.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/0/e/n/2/0en232zejbx6m6bro50ueusre5nx38x3pjdu0zg6n.jpg'];2023-05-24T00:00:00;2023-05-24T02:18:00;80;;42.0;;0;0;2243;59;0;0;False;590350;59000;Lille;115622;Vieux Lille;;;2;50.6399;3.06568;False;False;True;True;[{'name': 'Evolis Lille', 'idAgence': 487067, 'idRcu': 'RC-1841460', 'idTiers': 581230, 'isPrincipal': True, 'logoUrl': 'https://v.seloger.com/s/width/150/logos/0/m/f/1/0mf1r6ez72isubjen2hjznna3c6qix61cjbtat2xq.jpg', 'websiteUrl': '', 'codePostal': '59118'}];;3666.6;43999.2;1047.6;False;False;False;False;False;;;;;
203018935|1;203018935;/annonces/location/boutique/lille-59000/203018935-1;600;1;6;0;False;False;False;False;False;False;True;;Boutique;"Rdc commercial et bureau à LOUER immédiatement en plein centre-ville. Ensemble immobilier qui offre de beaux espaces. Bon état général. Idéal pour une activité tertiaire et commerce. 

Offre rare sur...";;[8];['https://v.seloger.com/s/crop/500x240/visuels/2/7/y/1/27y17tpy3wac33u4vr77unxfd716dqf9fdu1ojvzk.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/0/s/k/p/0skp3x695s5jfm60rzallgud4xfg5p4p558w389f4.jpg'];2023-05-24T00:00:00;2023-05-24T23:05:00;77;;260.0;;0;0;2243;59;0;0;False;590350;59000;Lille;115621;Centre;;;2;50.63209;3.05628;False;False;True;True;[{'name': 'ARTHUR Loyd Nord Pas de Calais', 'idAgence': 119453, 'idRcu': 'RC-061163', 'idTiers': 178405, 'isPrincipal': True, 'logoUrl': 'https://v.seloger.com/s/width/150/logos/2/7/z/k/27zkay5rn0ife4drjzyi1ant9gewq1l2z54pkkym0.jpg', 'websiteUrl': 'http://www.arthur-loyd-lille.com', 'codePostal': '59130'}];;3499.6;41995.2;161.51999999999998;False;False;False;False;False;;;;;
202907181|1;202907181;/annonces/achat/fonds-de-commerce/cafe-hotel-restaurant/lille-59000/202907181-1;600;10;6;0;False;False;False;True;False;False;True;;Restaurant;"59000 LILLE HYPER CENTRE - Morad MEZDOUR vous propose ce restaurant idéalement situé à deux pas de la gare Lille Flandre en emplacement n°1 .
Immeuble commercial à usage mixte disposant de 44 couverts...";;[2];['https://v.seloger.com/s/crop/500x240/visuels/2/7/7/i/277ih58b1zojpr5mj68s6rdkr101jw1u170i6dzs7.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/1/6/u/a/16uakgtgvtwi67n4l8xvt115bgnfh5o14ygwo9q3r.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/2/2/7/5/2275z070bxpgxc4rlh2v5iyhwyf241d0ne1530ig7.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/0/8/b/h/08bhf48afe7vs8chg11sftxizv048j2pz0cz7hh7r.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/2/0/5/a/205a6f0vy27ebyscqyed3iagw08762rrq78ig5v1j.jpg'];2023-05-22T00:00:00;2023-05-22T23:40:00;91;;200.0;;3;21;2243;59;0;0;False;590350;59000;Lille;115631;Caulier;;;2;50.636;3.08222;False;False;True;True;[{'name': 'Proprietes privees.com   Morad MEZDOUR', 'idAgence': 457618, 'idRcu': 'RC-1505976', 'idTiers': 549781, 'isPrincipal': True, 'logoUrl': 'https://v.seloger.com/s/width/150/logos/1/f/p/8/1fp8kx2guuzn08bhwhpycdt1k2by2h8an95kpi4k6.jpg', 'websiteUrl': '', 'codePostal': '59110'}];;;;;True;False;False;False;True;;;184500.0;922.0;
202906289|1;202906289;/annonces/location/boutique/lille-59000/202906289-1;600;1;6;0;False;False;False;False;False;False;True;;Boutique;"EXCLUSIVITÉ Très belle cellule commerciale idéale en restauration.
Extraction d'air installée et terrasse possible.
A visiter !!";;[2, 8];['https://v.seloger.com/s/crop/500x240/visuels/1/9/b/x/19bxubqnmnr3p9o74or13kz2uaqg6g7x3tcjrnp27.jpg'];2023-05-22T00:00:00;2023-05-22T22:59:00;65;;96.0;;0;0;2243;59;0;0;False;590350;59000;Lille;115621;Centre;;;2;50.62902;3.0782;False;False;True;True;[{'name': 'ARTHUR Loyd Nord Pas de Calais', 'idAgence': 119453, 'idRcu': 'RC-061163', 'idTiers': 178405, 'isPrincipal': True, 'logoUrl': 'https://v.seloger.com/s/width/150/logos/2/7/z/k/27zkay5rn0ife4drjzyi1ant9gewq1l2z54pkkym0.jpg', 'websiteUrl': 'http://www.arthur-loyd-lille.com', 'codePostal': '59130'}];;2333.76;28005.120000000003;291.72;False;False;False;False;False;;;;;
202773393|1;202773393;/annonces/achat/fonds-de-commerce/cafe-hotel-restaurant/lille-59000/202773393-1;600;10;6;0;False;False;False;True;False;False;True;;Restaurant;"59000 LILLE HYPER CENTRE - Morad MEZDOUR vous propose ce restaurant idéalement situé en face de la gare Lille Flandre en emplacement n°1 .
Ce Restaurant dispose de 70 couverts pour une surface totale...";;[];['https://v.seloger.com/s/crop/500x240/visuels/0/h/5/g/0h5gqksmnxqgl4ix4pdpm1j42t54nf50g63hctch3.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/1/j/s/4/1js44ub0npv35lij5iym2hvhnvogyrqsu5twsrvjb.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/2/2/7/5/2275z070bxpgxc4rlh2v5iyhwyf241d0ne1530ig7.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/0/8/b/h/08bhf48afe7vs8chg11sftxizv048j2pz0cz7hh7r.jpg'];2023-05-18T00:00:00;2023-05-18T19:18:00;91;;210.0;;3;21;2243;59;0;0;False;590350;59000;Lille;115631;Caulier;;;2;50.6343;3.08396;False;False;True;True;[{'name': 'Proprietes privees.com   Morad MEZDOUR', 'idAgence': 457618, 'idRcu': 'RC-1505976', 'idTiers': 549781, 'isPrincipal': True, 'logoUrl': 'https://v.seloger.com/s/width/150/logos/1/f/p/8/1fp8kx2guuzn08bhwhpycdt1k2by2h8an95kpi4k6.jpg', 'websiteUrl': '', 'codePostal': '59110'}];;;;;True;False;False;False;True;;;347000.0;1652.0;
202589299|1;202589299;/annonces/location/boutique/lille-59000/202589299-1;600;1;6;0;False;False;False;False;False;False;True;;Boutique;Le groupe POINT DE VENTE vous propose dans la ville de Lille à proximité du métro Rihour et des enseignes Maje, the kooples, repetto, lacoste, jonak, zara, agatha, IKKS, Hermés, Mauboussin, Louis Vuitton.....;;[];['https://v.seloger.com/s/crop/500x240/visuels/1/n/e/r/1ners4okruilj45bx8z6juzwbaxgrn7el3j2in4xo.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/0/c/0/s/0c0suutk7ba0nu1bhc7swy6mhe6sn9xukn8jwwyik.jpg'];2023-05-15T00:00:00;2023-05-15T12:40:00;82;;132.0;;0;0;2243;59;0;0;False;590350;59000;Lille;115622;Vieux Lille;;;2;50.64262;3.0616;False;False;True;True;[{'name': 'Groupe POINTdeVENTE', 'idAgence': 78405, 'idRcu': 'RC-089262', 'idTiers': 110648, 'isPrincipal': True, 'logoUrl': 'https://v.seloger.com/s/width/150/logos/1/u/f/f/1uff60c9tqxl85nc5375e24rg0mc8dseggtyyjpla.jpg', 'websiteUrl': 'http://www.pointdevente.fr', 'codePostal': '75016'}];;5150.0;61800.0;468.1818181818182;False;False;True;False;True;;352000.0;352000.0;2667.0;
202585125|1;202585125;/annonces/location/local-commercial/lille-59000/202585125-1;700;1;7;0;False;False;False;False;False;False;True;;Local commercial;"L'agence VDH Nord Immobilier vous propose ce  local commercial d'environ 45m2 idéalement situé à l'angle de la rue Nationale.
Ce local commercial est disponible immédiatement.
DPE VIERGE";;[];['https://v.seloger.com/s/crop/500x240/visuels/0/b/j/u/0bjuchzuejoeyoa201nodt0ctxzj6dcgsrwus68fs.jpg'];2023-05-15T00:00:00;2023-05-15T11:20:00;64;;45.0;;0;0;2243;59;0;0;False;590350;59000;Lille;115621;Centre;;;2;50.63503;3.06061;False;False;True;True;[{'name': 'VDH IMMOBILIER', 'idAgence': 396126, 'idRcu': 'RC-016516', 'idTiers': 152728, 'isPrincipal': True, 'logoUrl': '', 'websiteUrl': '', 'codePostal': '59000'}];;1500.0;18000.0;400.0;False;False;False;False;True;;;;;
202557689|1;202557689;/annonces/achat/fonds-de-commerce/cafe-hotel-restaurant/lille-59000/202557689-1;600;10;6;0;False;False;False;True;False;False;True;;Restaurant;CONTACTER DIRECTEMENT LE DEPARTEMENT POINTDEVENTE CHR Le groupe POINT DE VENTE vous propose un restaurant en plein centre de Lille sur un emplacement numéro 1 d'une surface totale de 300 m² disposant...;;[];['https://v.seloger.com/s/crop/500x240/visuels/0/g/t/v/0gtvk2dgpvit5oyqkt2fakyq137p0w2vnq8u7znxg.jpg'];2023-05-14T00:00:00;2023-05-14T02:23:00;80;;300.0;;3;21;2243;59;0;0;False;590350;59000;Lille;115621;Centre;;;2;50.63699;3.05823;False;False;True;True;[{'name': 'Groupe POINTdeVENTE', 'idAgence': 78405, 'idRcu': 'RC-089262', 'idTiers': 110648, 'isPrincipal': True, 'logoUrl': 'https://v.seloger.com/s/width/150/logos/1/u/f/f/1uff60c9tqxl85nc5375e24rg0mc8dseggtyyjpla.jpg', 'websiteUrl': 'http://www.pointdevente.fr', 'codePostal': '75016'}];;9000.0;108000.0;360.0;True;False;False;False;True;;;550000.0;1833.0;
202550985|1;202550985;/annonces/location/boutique/lille-59000/202550985-1;600;1;6;0;False;False;False;False;False;False;False;;Boutique;CBRE Retail vous propose, idéalement placé à Lille, sur une des principales artères du centre ville, la cession du FDC d'un restaurant type restauration rapide, avec vente sur place et à emporter. Bel...;;[2];['https://v.seloger.com/s/crop/500x240/visuels/1/e/e/k/1eekpi8ugmsqofzfc9lbekv9beze98cnyi4na0ca2.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/1/4/6/4/1464aa18ysvepqpm6272d0tlkoelt4l4295t6s860.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/1/d/w/e/1dwekta3s265zyjgmvhzteqe7e7qkyt5y0jxxkz6y.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/0/9/e/c/09ecqfyqr2a7xtcef0bjoo6db4d3948h76cw9lx5x.jpg', 'https://v.seloger.com/s/crop/500x240/visuels/1/q/m/m/1qmmibo6tlfgqfk43tx98zmji0n4xausko5j6vyhk.jpg'];2023-05-13T00:00:00;2023-05-13T19:11:00;90;;110.0;;0;0;2243;59;0;0;False;590350;59000;Lille;115621;Centre;;;2;50.63689;3.05916;False;False;True;True;[{'name': 'CBRE Retail', 'idAgence': 107440, 'idRcu': 'RC-020209', 'idTiers': 154384, 'isPrincipal': True, 'logoUrl': 'https://v.seloger.com/s/width/150/logos/0/8/r/t/08rtvyuiiy3gm7w3c4opjnmykgaict740nt7cemhe.jpg', 'websiteUrl': 'http://www.cbre.fr', 'codePostal': '75017'}];;3400.0;40800.0;370.90909090909093;False;False;False;False;False;;;;;
